,workerid,rt,statements,weight,pronoun,question,profession,expectedPronoun,correctResponse,response,slide_number_in_experiment,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
1114,33,12518,"[u'The psychologist liked to visit the zoo.', u' found watching the animals to be a perfect way to relax after work.']",5.73,He,Did the psychologist like to visit the zoo after work?,psychologist,neutral,Yes,"[8424, 684, 2728, 4663, u'Yes']",28,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1102,33,17599,"[u'The receptionist received an invitation to a charity benefit.', u' decided not to go because there was a lot piling up at work.']",9.57,She,Did the receptionist receive an invitation to a charity benefit?,receptionist,She,Yes,"[11584, 1423, 7023, 3520, u'Yes']",16,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1116,33,19219,"[u'The secretary distributed an urgent memo.', u' made is clear that work would continue as normal.']",9.7,He,Was the memo the secretary distributed urgent?,secretary,She,Yes,"[8339, 720, 6544, 8215, u'Yes']",30,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1111,33,11224,"[u'The singer spent hours every week watching television.', u' would watch even more if it were possible.']",6.13,She,Did the singer like watching television?,singer,neutral,Yes,"[13120, 520, 3479, 3663, u'Yes']",25,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1118,33,13326,"[u'The student seemed upset and pale.', u' then asked for a glass of water.']",5.6,He,Did the student ask for a glass of water?,student,neutral,Yes,"[10785, 727, 4432, 3583, u'Yes']",32,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1104,33,15897,"[u'The swimmer attended a press conference before the latest competition.', u' said that there was every reason to expect a gold medal.']",5.83,He,Was the swimmer at a press conference?,swimmer,neutral,Yes,"[11200, 640, 5520, 5644, u'Yes']",18,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1112,33,10869,"[u'The taxi driver took the twenty dollar bill.', u' immediately thought it might be counterfeit.']",2.5,He,Was the taxi driver handed a five dollar bill?,taxi driver,He,No,"[7355, 607, 3360, 2088, u'No']",26,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1120,33,10663,"[u'The undertaker went outside to smoke.', u' finished smoking two cigarettes before returning inside.']",1.97,He,Did the undertaker smoke three cigarettes?,undertaker,He,No,"[6151, 624, 3175, 3296, u'No']",34,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1153,34,14136,"[u'The art historian gets many invitations to speak at college campuses.', u' only accepts a few in the New England area.']",5.33,He,Does the art historian ever speak outside of the New England area?,art historian,neutral,No,"[6525, 447, 3596, 3446, u'No']",34,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1129,34,12219,"[u'The astrologer got a sweepstakes entry in the mail.', u' decided to fill it out and mail it in.']",5.8,She,Did the astrologer receive a package in the mail?,astrologer,neutral,No,"[24572, 746, 3894, 2930, u'No']",10,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1140,34,14201,"[u'The baby sitter found out about the practical joke.', u' remained calm for several minutes, but then started to yell at everyone.']",9.33,She,Did the baby sitter react poorly to the practical joke?,baby sitter,She,Yes,"[7711, 637, 3235, 5454, u'Yes']",21,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1155,34,31502,"[u'The bank clerk had worked in that town for over thirty years.', u' knew just about everyone who lived there.']",6.57,She,Did the bank clerk know just about everyone in the town?,bank clerk,neutral,Yes,"[29018, 904, 2159, 2186, u'Yes']",36,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1134,34,16138,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,She,Was the butcher happy?,butcher,He,No,"[6284, 543, 2350, 5100, u'No']",15,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1147,34,7551,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,He,Did the carpenter make eye contact with passersby?,carpenter,He,No,"[10041, 522, 1645, 1524, u'No']",28,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1131,34,10768,"[u'The cheerleader arrived early for the game.', u' was amazed to see how many people were there.']",10.77,He,Did the cheerleader arrive late for the game?,cheerleader,She,No,"[9371, 990, 2538, 2858, u'No']",12,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1126,34,17376,"[u'The cleaner read the instriuctions on the bottle very carefully.', u' then began to mix the cleaning solution.']",9.17,She,Was the cleaner mixing a cleaning solution?,cleaner,She,Yes,"[14649, 1005, 4411, 2213, u'Yes']",7,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1137,34,12019,"[u'The dental assistant made several recommendations.', u' stressed the importance of avoiding sugary snacks.']",9.63,She,Did the dental assistant encourage avoiding sugary snacks?,dental assistant,She,Yes,"[12852, 737, 2155, 2695, u'Yes']",18,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1141,34,11035,"[u'The electrician examined the light fixing.', u' needed a special attachment to fix it.']",2.2,She,Was the electrician mending a stereo?,electrician,He,No,"[10456, 844, 3604, 1551, u'No']",22,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1132,34,10855,"[u'The farmer was worried about the next harvest.', u' was concerned there wouldn&quotechart be enough rain.']",2.27,He,Was the farmer concerned there wouldn&quotechart be enough rain?,farmer,He,Yes,"[7242, 633, 3941, 1638, u'Yes']",13,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1135,34,65014,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,He,Had the football player injured an ankle?,football player,He,Yes,"[13456, 1133, 54451, 3393, u'Yes']",16,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1143,34,8690,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,He,Had the fortune teller joined the circus as a teenager?,fortune teller,She,No,"[9647, 475, 1757, 2160, u'No']",24,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1150,34,9053,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,She,Did the housekeeper always show up for work on time?,housekeeper,She,No,"[8541, 498, 2041, 1669, u'No']",31,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1133,34,11677,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,She,Was the interior designer inspecting the garden?,interior designer,neutral,No,"[6367, 877, 4228, 1318, u'No']",14,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
1144,34,11022,"[u'The interpreter checked the documents carefully for typos.', u' signed them and put them in the outgoing mail.']",6.53,She,Did the interpreter put the documents in the trash?,interpreter,neutral,No,"[6315, 551, 3355, 1451, u'No']",25,English,0,Female,32,No,,Yes,Yes,3,an unknown OS,1024,768,Safari,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,39GAF6DQWS2AURBI01U6RLYTJ181V6,7,Approved,Thu May 18 18:04:48 PDT 2017,Thu May 18 17:49:31 PDT 2017,Thu May 18 17:59:48 PDT 2017,Thu May 18 18:04:55 PDT 2017,NA,NA,NA,NA,undefined,10.2335,[]
